instance_id,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,voice_gender,mode,speechiness,tempo,musician_category,valence,music_genre
MSC_83537.0,Estrellitas y Duendes,49.178000000000004,0.9705223172213746,0.5805077545725743,214625.776,0.1921074525392293,0.0,Scale E,0.14713427105635235,-14.14,NA,Major,0.046403509902333766,143.78799999999998,Band,0.5989648061069887,Jazz
MSC_22044.0,Al Norte,59.827,1.0093799665362668,0.687541723512625,216232.195,0.2659422324156483,3.053412351953962e-05,Scale A,0.17465471413807612,-13.716,Male,?,0.039948773806113294,?,Band,0.3571936163849227,Jazz
MSC_62017.0,Yeah! (feat. Lil Jon & Ludacris),89.023,0.02004134256522249,0.9679484743481059,273314.723,0.8574110785445817,0.0,Scale D,0.04202971082506416,-4.995,Female,Major,0.11991678293197455,105.01799999999999,Band,0.6355252955281679,Rap
MSC_76365.0,Can’t You See,55.762,0.010283891194181943,0.6162872536054267,189189.605,0.9705130088679684,0.00021981176678552352,Scale D,0.12463726110392945,-4.262,Both,Major,0.16749342034355347,?,Duet,0.9837499186741672,Rock
MSC_71493.0,"Sonata III (G Moll), BWV 1029: Adagio",45.095,0.8587689297200506,0.2806451179214417,410136.987,0.11473189701730532,0.002753412264432541,Scale F Sharp,0.13478214502554398,-26.921999999999997,Female,Minor,0.0391391946061703,112.18299999999999,Band,0.07441195806769196,Classical
MSC_30580.0,Una Pàgina per Chopin,,1.047458442378299,0.4366200840954318,149956.385,0.015205602255724104,0.960472805007897,Scale G Sharp,0.16104234430627634,-28.116,NA,Major,0.04390249729371519,136.232,Duet,0.1566383833818483,Classical
MSC_28346.0,Love More,64.265,0.0004585031425248787,0.9687233646945088,203145.857,-1.0,0.0003838207396365247,Scale C Sharp,0.07921967352339941,-7.266,Male,Major,0.05201366079726289,104.95700000000001,Band,0.4842455136608577,Rap
MSC_33942.0,I Think I ll Just Stay Here And Drink,60.375,0.08601759114844336,0.6219774257236886,248135.177,0.4204784003000472,0.07550075399676327,Scale A,0.16888965475360174,-16.505,Female,Major,0.03918980419708402,87.89399999999999,Solo,,Rock
MSC_25657.0,Juke Box Hero,73.42,0.09083032264087064,0.3801470739593326,275490.63,0.7142457217791678,0.0,Scale A,0.08987343734420457,-5.972,Both,Major,0.0704374059339807,176.64700000000002,Duet,0.5551693276699198,Rock
MSC_54552.0,Shine on Harvest Moon,34.034,1.0146462724167642,0.6720511698388858,207299.19,0.04803902299580938,0.1463461104878887,Scale A Sharp,0.1108499295973194,-27.213,Both,Major,0.06593481605110509,117.155,Duet,0.5906280222009269,Jazz
MSC_54638.0,Put Your Money On Me,56.233999999999995,0.0010816797355710534,0.6133195756683729,233460.81699999998,0.977147895680024,0.0,Scale F,0.3551353656672126,-3.7880000000000003,Female,Minor,0.06204200630610384,126.01100000000001,NA,,Rock
MSC_82740.0,Built My Legacy (feat. Offset),62.597,0.26793521129523235,0.9124045931483682,200294.99399999998,0.6338144945098708,0.0,Scale C Sharp,0.09129808143939946,-5.27,Female,Major,0.3404049958626761,147.945,Solo,0.7392981044032233,Rap
MSC_86737.0,I Wanna Be Somebody,69.23100000000001,0.0008938633040626758,0.31047716455363233,235977.425,0.8938192662115267,0.0,Scale C Sharp,0.2832062871437409,-7.4510000000000005,Male,Minor,0.050828902511857885,164.611,Band,0.5577242249836578,Rock
MSC_64882.0,Feelin' Sad,39.264,0.9108391510212728,0.4010220938359868,185250.384,0.22215002909979267,0.0,Scale F,0.29756326875698197,-13.321,Female,Minor,0.03543956468680075,175.8,Band,0.5695141995399888,Jazz
MSC_79378.0,Magic Love,56.018,0.06017371515754678,0.7027518040037724,221306.255,-1.0,0.28829804331071457,Scale A,0.296609510875378,-5.996,Male,Minor,0.05378502799558785,121.01700000000001,Band,1.0454226790293737,Jazz
MSC_90939.0,"Clarinet Quintet in B Minor, Op. 115: II. Adagio - Più lento",37.895,1.0198183681652588,0.11926823158093112,726863.483,0.048118874140469566,0.4194639491995317,Scale G,0.2865487998769081,-21.886999999999997,Male,Major,0.04827869220802898,80.955,Band,0.03942264518428242,Classical
MSC_35105.0,"Pelleas and Melisande Suite, Op. 46, JS 147: Act V Scene 2: Prelude: Andante",32.922,1.0246634197074012,0.16343624780148436,478311.245,0.010351486557843188,1.0489345783632231,Scale D,0.0626541638916347,-32.601,Female,?,0.04370343417079045,61.581,Band,0.03430982113651032,Classical
MSC_20233.0,Let It All Work Out,73.366,0.023437054788349274,0.6052650181781867,336533.564,0.6065277263661144,0.0,Scale B,0.3200492864636923,-7.496,Both,?,0.17412778745074586,135.014,Duet,0.4627142641280015,Rap
MSC_70859.0,Highway,61.538999999999994,0.00014817100280144408,0.4823140085402546,218430.146,1.004421000895921,3.306520320809732e-06,Scale F Sharp,0.09447841719999417,-5.539,Female,Major,0.036151194602438826,154.03799999999998,Band,0.7434320117650097,Rock
MSC_23087.0,Hesitation Blues,34.382,0.20119084801060244,0.5917549494801431,259252.927,0.8863429874752619,0.14756259254581994,Scale D,0.08950151133913925,-5.632000000000001,Female,Major,0.08405858742834528,119.98200000000001,Band,0.7430847381082426,Jazz
MSC_84493.0,El Negro Bembon,43.567,0.8940406316162094,0.6382319071633679,196504.52,0.6548135966630542,1.0838833634799839e-05,Scale G,0.036034444518119935,-9.607000000000001,Both,Minor,0.04648199586906604,91.4,Duet,1.0512432901976665,Jazz
MSC_33704.0,Jealous (feat. Lexii Alijai),65.837,0.2424688399963145,0.5960558131776692,234622.401,0.5046938156682043,0.0,Scale A,0.10806601262345764,-9.529,Both,Major,0.23706604748140306,115.587,Duet,0.7069939966494161,Rap
MSC_54167.0,Slyd,,0.0669944650939448,0.9135507139539666,277383.244,0.780595076055388,0.2634615373856386,Scale C,0.23259408632740275,-9.309,Both,Major,0.1049301259888,120.00399999999999,Duet,0.63477593327344,Electronic
MSC_40350.0,"Thaïs: Thais, Act II: Meditation (version for violin and piano)",38.614000000000004,1.0001372705491995,0.2101273311918946,333693.303,0.16561316254389485,0.7685881952747888,Scale E,0.09898339233651103,-18.037,Female,Minor,0.05308244903242237,66.343,Solo,0.04032919494861505,Classical
MSC_54337.0,The Riders of Rohan,51.505,0.8183068275063737,0.08771448043266399,263189.299,-1.0,0.9318146803501168,Scale G,0.12020217656637447,-15.13,Both,Major,0.044860445713894005,171.28799999999998,Duet,0.0799080756483149,Classical
MSC_60690.0,Tristan und Isolde - Concert Version: Liebestod,36.565,1.0031310249841106,0.15158875804875505,473076.75399999996,0.16880027134550965,0.97410247807705,Scale B,0.13303938328965215,-16.863,Female,Major,0.04124827477708362,93.37100000000001,Band,0.03307528907724592,Classical
MSC_26210.0,Oliver's Twist,41.098,0.5097284641954308,0.9271479254309088,247936.53600000002,0.7385839980603409,0.9098552579365222,Scale A Sharp,0.09460026750976123,-10.952,Both,Minor,0.07828688307358561,100.014,NA,0.9427231974669804,Jazz
MSC_59241.0,Liturgical Chants: 2. Four Spiritual Songs: Christmas Song,32.784,1.0461183683929214,0.3047957058611249,105047.79400000001,0.07098866650890254,0.861029932992629,Scale A Sharp,0.13888024373095734,-31.075,Both,Minor,0.04549118928447701,140.601,Duet,0.08765794433816951,Classical
MSC_63855.0,The Pageant Of The Bizarre,42.38,0.7322756016711072,0.5880805953419194,282469.935,0.5135895059406264,0.002981154427009875,Scale E,0.08656774693196362,-9.644,Female,Major,0.031115272725181005,?,Band,0.143604026964005,Jazz
MSC_42965.0,I'm In,42.528999999999996,0.041519522388980185,0.6026986798253648,-1.0,0.9343162206592648,0.0001741529954954801,Scale F,0.10245590852929716,-6.233,Male,Major,0.047735824832750184,129.98,Solo,0.7012476258390664,Country
MSC_62131.0,Different Colors,57.495,0.0008494797916311369,0.5218385499946603,235370.69100000002,0.8694531636638422,1.0761061229821257e-06,Scale C,0.13153935121827312,-4.871,Both,Major,0.04247226942322719,96.0,Duet,0.7451626409613179,Rock
MSC_49602.0,Whole Lotta Lovin',62.678999999999995,0.1692047646384119,0.46681591487130397,-1.0,0.4295968534289048,9.105205958015144e-06,Scale E,0.07021617912530671,-9.308,Both,Minor,0.06632530533250386,160.159,Duet,0.4279703900673715,Rap
MSC_76148.0,Polish Girl,62.021,0.0064766220009601855,0.6654850406491509,285379.136,0.9326707764536272,1.35990640636705e-05,Scale A,0.14228351204634646,-4.582,Male,Minor,0.03989750744331415,111.984,Band,0.4685904513851111,Rock
MSC_67639.0,Set Piece,66.98,0.3690022629656245,0.5753448231297521,215571.896,0.5260427024767798,0.4209819431955378,Scale C Sharp,0.12057727845807517,-11.445,Female,Minor,0.0557899406778203,80.73,Band,0.6883664482851475,Rock
MSC_24197.0,Kyrie,61.263999999999996,0.03607701770019761,0.7542926763921817,177660.835,0.7626495165655272,0.0,Scale F Sharp,0.09109235788712794,-6.524,Male,Major,0.2589970746859754,159.915,Solo,0.39628513587311937,Rap
MSC_64049.0,Award Tour,68.316,0.0033724744224376537,0.8626514449441128,-1.0,-1.0,8.951304445375275e-06,Scale G,0.1880930956507108,-9.942,Female,Major,0.27216536394482743,97.338,Band,0.5872656987892045,Jazz
MSC_29784.0,Something Wonderful,48.336000000000006,0.11176755751626848,0.6638589618970014,274037.15,0.5559992298110202,0.0694549448566332,Scale A Sharp,0.1392003628573702,-10.555,Male,Minor,0.2152660566674244,?,Solo,0.6375146813020021,Electronic
MSC_38397.0,"Piano Sonata, Op.1",26.441,1.0553643412550553,0.374219275201799,559149.583,0.09535775351053973,0.9529252540738468,Scale E,0.14126477391775422,-24.005,Male,Minor,0.042428969138336936,92.493,Band,0.03850996523182163,Classical
MSC_53274.0,STAR,68.936,0.1616222703814653,0.8174121868417562,-1.0,0.4087572126094064,0.0,Scale C,0.42760934491491015,-9.79,Male,Major,0.2973259197341671,75.01,Solo,0.31294248114853074,Rap
MSC_62289.0,"Moon River (From ""Breakfast at Tiffany's"")",31.288,1.0542216841807546,0.2664752910903913,-1.0,0.15321007874374426,0.22901404130708525,Scale F,0.09553682036186466,-14.241,Male,Major,0.04039810029604273,71.21,Band,0.08982844782379906,Classical
MSC_35905.0,Demons,52.68,0.14032455173868374,0.7218987759664757,237282.198,0.6773469738293307,0.0,Scale B,0.705736357113563,-8.037,NA,Major,0.04839908804682419,111.975,Band,0.346500280572386,Rap
MSC_61711.0,Stars (Live at Montreux),50.286,1.0088426935106285,0.5412623902483356,419936.528,0.0635728975137195,0.0,Scale D,0.3411548239422336,-19.201,Male,Major,0.051258718144072166,113.26,Band,0.13885719395687313,Jazz
MSC_70253.0,Red Dust,43.798,0.4938069520739245,0.6285183353533373,370225.097,0.4380777046215683,0.9245688968055014,Scale E,0.14841899421960988,-11.218,Both,Major,0.02975579749304137,86.00399999999999,Duet,0.21003176281049685,Jazz
MSC_85395.0,Ray Ban Vision - Casper & B. Remix,61.983000000000004,0.006852847841514632,0.7728543652511066,242735.78600000002,0.7509879181341974,0.0,Scale D,0.1175594107224543,-6.107,Female,Major,0.07687868872996717,81.016,Solo,0.6015182574416303,Electronic
MSC_47884.0,Ay Ay Ay,39.836,0.027884006325976474,0.7159804455169904,429972.32700000005,0.6341853333675084,0.62007549214548,Scale A,0.11163592407661696,-8.988999999999999,Male,Minor,0.03911743512944445,91.01100000000001,Solo,0.4439977741253975,Jazz
MSC_64633.0,Dos Gardenias,,0.8765312675460748,0.5911751275205329,193917.175,0.187866565189417,0.00011836837723624378,Scale E,0.13035478648722984,-19.609,Male,Minor,0.04433632581118487,92.06700000000001,Solo,0.5462982940917759,Jazz
MSC_23333.0,The What,61.038999999999994,0.19547382426630971,0.6831345887190097,252620.37699999998,-1.0,0.0,Scale A Sharp,0.1144531051238434,-8.785,Male,?,0.4520481246100797,173.396,Solo,0.7867712399912778,Rap
MSC_51339.0,A Knife in the Dark,53.942,0.9734187496091038,0.1295825066494284,228979.90600000002,0.38833455749422535,0.8297982311768615,Scale A Sharp,0.14986881500513388,-16.333,Both,Major,0.05719801027029344,75.039,Duet,,Classical
MSC_81593.0,Thug Passion,57.815,0.1580313586533474,,334887.918,0.8522784085846346,0.0,Scale G,0.27667923939005684,-3.992,Both,Major,0.24863662777730236,92.008,Duet,0.7251144669643311,Rap
MSC_66784.0,All K,55.354,0.026522611920740367,0.9802245025665344,211718.75100000002,0.3572474449719054,0.0,Scale C Sharp,0.08639342030725065,-11.772,Both,?,0.5088822650944941,140.004,Duet,0.7298672453617971,Rap
MSC_29651.0,The Watcher,50.498999999999995,1.022485474668647,0.5095058991228194,356867.959,0.3270150594680283,0.952752986891308,Scale D,0.10837578544315066,-15.732999999999999,Female,Minor,0.04310599707420479,123.86,Band,0.3763589641794785,Classical
MSC_43894.0,Hey Daddy (Daddy's Home),63.033,0.00018631067798247788,0.6214254305312508,236219.646,0.760438481001292,0.0,Scale B,0.113339071838812,-4.606,Both,Major,0.031176539287524507,95.975,NA,0.3705444061773716,Hip-Hop
MSC_21930.0,Baby Hold On,60.133,0.1647711400123214,0.6859897002584623,225071.258,0.6882387348738856,1.3066831461331428e-06,Scale D,0.05115338393678223,-13.594000000000001,Female,Major,0.053743068566604026,120.316,Band,0.9053239590191065,Rock
MSC_75929.0,Levels,65.37899999999999,0.053400520051399315,0.472405390824305,178706.863,0.6905687994121742,0.0,Scale F,0.2691035468384658,-5.025,Male,?,0.4564636066273055,199.232,Solo,0.7247712565037591,Rap
MSC_20149.0,The Jumpin' Jive,40.088,1.0370537097182309,0.7292549236781551,182832.38199999998,0.4148156068976425,0.00020891103948436382,Scale F,0.1441107328007657,-16.559,Male,Minor,0.13111232094406028,?,Solo,0.8164687639326935,Jazz
MSC_26527.0,"Gorecki: Symphony No. 3 Op. 36, ""Symphony of Sorrowful Songs"": II. Lento e largo - Tranquillissimo (Excerpt)",,0.7767515878365829,0.08660668263916782,291347.30100000004,0.14927041259185422,0.08143365021148127,Scale C Sharp,0.11157927223261536,,Both,Major,0.048376871015644765,82.295,NA,0.03817993973671156,Classical
MSC_88418.0,hold on,67.294,0.05072672533239257,0.6619082543206283,222983.478,0.9576564618111516,0.0010395387612927864,Scale G Sharp,0.1252869275822503,-5.064,Male,Major,0.04739341155975409,111.96700000000001,Solo,0.5841213531751087,Rock
MSC_38706.0,Birth,49.477,1.0353622715727095,0.4182367567320719,395850.711,0.12914583597752585,0.7363393271737159,Scale F,0.10557767845689164,-19.637999999999998,Both,?,0.041856683645111824,103.88600000000001,Duet,0.19459797262126005,Jazz
MSC_55677.0,Lust,65.79,0.042698799321492925,0.8960643544094965,178226.672,0.7783908126035417,0.0,Scale C Sharp,0.1565794409724787,-1.0,Male,Major,0.1264494411896168,106.976,Solo,0.046140781174444784,Rap
